Index_accidente,lugar,nodo1,nodo2,peso,Accident_severity,date,time,speed_limit,weather_condition
200501BS00758,Cuartel General del Ejército,40.41824996760171 -3.7068052968979894,40.41832552345317 -3.7071539840053536,2,3,23/01/2005,14:35,30,1
200501BS00759,Iglesia de San Pascual,40.41436180559483 -3.704042286205891,40.41483404954239 -3.7056757268322182,5,2,28/01/2005,17:45,30,2
200501BS00760,C. de Prim 8,40.414010090999724 -3.7045787932776286,40.41436180559483 -3.704042286205891,7,2,1/02/2005,22:30,30,1
200501BS00761,C. del Barquillo 28,40.41397697014284 -3.706311558450064,40.414010090999724 -3.7045787932776286,1,3,7/02/2005,15:30,30,1
200501BS00762,C. del Barquillo 34,40.41437272691902 -3.706381388904106,40.41397697014284 -3.706311558450064,4,3,3/02/2005,04:52,30,1
200501BS00763,C. de Gravina 17,40.41490109999872 -3.70632464662998,40.41437272691902 -3.706381388904106,4,3,20/01/2005,23:20,30,2
200501BS00764,Monocle,40.41469899122043 -3.7068374270231774,40.41490109999872 -3.70632464662998,2,3,17/02/2005,16:00,30,2
200501BS00765,C. de Prim 8,40.41516415561746 -3.706751620792851,40.41469899122043 -3.7068374270231774,6,3,10/02/2005,18:50,30,2
200501BS00766,C. de Gravina 17,40.40913956078472 -3.6953523494470413,40.40894716597642 -3.6949446557031758,1,3,15/02/2005,08:25,30,1
200501BS00767,Monocle,40.40941598516565 -3.6959264932563363,40.40913956078472 -3.6953523494470413,4,3,5/02/2005,16:20,30,1
200501BS00768,C. de Prim 8,40.409693299872686 -3.696361069295358,40.40941598516565 -3.6959264932563363,4,3,18/02/2005,21:00,30,1
200501BS00769,C. del Barquillo 11,40.409727564304895 -3.696739342918368,40.409693299872686 -3.696361069295358,5,3,23/02/2005,13:05,30,1
200501BS00770,C. de la Libertad 31,40.40949836066473 -3.695065708982619,40.40941598516565 -3.6959264932563363,12,3,2/02/2005,08:30,30,1
200501BS00771,C. de Gravina 17,40.40949836066473 -3.695065708982619,40.40913956078472 -3.6953523494470413,2,3,17/02/2005,16:00,30,1
200501BS00772,C. de Barbieri 24,40.40949836066473 -3.695065708982619,40.40894716597642 -3.6949446557031758,7,3,2/02/2005,09:20,30,1
200501BS00773,C. de la Libertad 23,40.40678183678841 -3.696173203242726,40.40750117839611 -3.6961677429821895,2,3,25/02/2005,11:15,30,3
200501BS00774,C. de San Marcos 28,40.40542975498574 -3.69546510007474,40.40678183678841 -3.696173203242726,9,3,15/02/2005,19:05,30,1
200501BS00775,C. de las Infantas 42,40.40743081837959 -3.6934910563744565,40.40678183678841 -3.696173203242726,15,2,28/02/2005,07:25,30,1
200501BS00776,C. de San Marcos 39,40.40542975498574 -3.69546510007474,40.40743081837959 -3.6934910563744565,10,3,23/02/2005,11:40,30,1
200501BS00777,C. de las Infantas 47 Bajo A,40.405298628710305 -3.693423990501149,40.40542975498574 -3.69546510007474,11,3,6/02/2005,15:10,30,1
200501BS00778,C. del Barquillo 11,40.406225 -3.693338,40.405298628710305 -3.693423990501149,2,2,3/03/2005,13:31,30,1
200501BS00779,C. del Barquillo 6,40.404677239166084 -3.693584984012653,40.405298628710305 -3.693423990501149,5,3,5/03/2005,13:00,30,1
200501BS00780,C. de las Infantas 44 Bajo D,40.40522412289343 -3.692029370315631,40.405298628710305 -3.693423990501149,4,3,12/03/2005,15:45,30,1
200501BS00781,C. del Marqués de Valdeiglesias 5,40.40743081837959 -3.6934910563744565,40.406225 -3.693338,9,3,23/03/2005,10:05,30,1
200501BS00782,C. de las Infantas 42,40.406225 -3.693338,40.40522412289343 -3.692029370315631,3,2,7/03/2005,22:26,30,2
200501BS00783,C. del Marqués de Valdeiglesias 6,40.40506024913286 -3.690682982609648,40.40522412289343 -3.692029370315631,5,2,15/03/2005,15:15,30,1
200501BS00784,C. de Víctor Hugo 2,40.40743081837959 -3.6934910563744565,40.40506024913286 -3.690682982609648,3,3,10/03/2005,21:15,30,1
200501BS00785,C. de las Infantas 19,40.40882675430068 -3.692096981467098,40.40743081837959 -3.6934910563744565,1,3,11/03/2005,18:00,30,1
200501BS00786,C. de las Infantas 17,40.40934509664414 -3.6924135521265895,40.40882675430068 -3.692096981467098,2,3,13/03/2005,10:41,30,1
200501BS00787,C. de las Infantas 42,40.40933798806336 -3.6919522478460687,40.40882675430068 -3.692096981467098,2,3,14/03/2005,17:00,30,1
200501BS00788,C. de San Marcos 28,40.40879254438528 -3.6913781385792,40.40882675430068 -3.692096981467098,5,3,15/03/2005,11:26,30,1
200501BS00789,C. de Barbieri 24,40.408444846660736 -3.691544448428084,40.40882675430068 -3.692096981467098,1,3,17/03/2005,06:35,30,1
200501BS00790,C. de Augusto Figueroa,40.40867278823414 -3.6905992369203307,40.40879254438528 -3.6913781385792,2,3,21/03/2005,08:30,30,1
200501BS00791,C. de Piamonte 1,40.40898322346191 -3.692492876475154,40.40882675430068 -3.692096981467098,5,3,29/03/2005,07:13,30,1
200501BS00792,C. de Gravina 10,40.40898322346191 -3.692492876475154,40.40934509664414 -3.6924135521265895,2,3,30/03/2005,09:45,30,1
200501BS00793,C. de Pelayo 36,40.41000635389923 -3.6940363879089495,40.40934509664414 -3.6924135521265895,4,3,30/03/2005,15:30,30,8
200501BS00794,C. de S. Gregorio 11,40.40934509664414 -3.6924135521265895,40.40933798806336 -3.6919522478460687,3,3,4/04/2005,19:30,30,1
200501BS00795,C. de Belén 3,40.408120910507975 -3.690046716415587,40.40867278823414 -3.6905992369203307,2,3,4/04/2005,07:15,30,1
200501BS00796,Tr.ª de Belén 1,40.407513413025555 -3.6893561644250785,40.408120910507975 -3.690046716415587,3,3,6/04/2005,17:15,30,1
200501BS00797,C. de Piamonte 1,40.40746392797178 -3.688798352025359,40.407513413025555 -3.6893561644250785,1,3,6/04/2005,19:05,30,1
200501BS00798,C. de Belén 7,40.40706271901214 -3.6893939238176916,40.407513413025555 -3.6893561644250785,2,2,1/04/2005,20:50,30,1
200501BS00799,C. de San Lucas 16,40.40696782981369 -3.6883479072698058,40.407513413025555 -3.6893561644250785,4,3,7/04/2005,18:00,30,8
200501BS00800,C. del Barquillo 34,40.407318635796045 -3.688573257025173,40.40696782981369 -3.6883479072698058,2,3,7/04/2005,12:05,30,1
200501BS00801,C. de Piamonte 10,40.40933752077889 -3.688591456377097,40.407318635796045 -3.688573257025173,4,3,11/04/2005,10:59,30,1
200501BS00802,C. de San Lucas 16,40.40951074586667 -3.6887927803410254,40.407318635796045 -3.688573257025173,2,3,12/04/2005,18:15,30,1
200501BS00803,C. del Barquillo 49,40.40746392797178 -3.688798352025359,40.40951074586667 -3.6887927803410254,2,3,15/04/2005,06:58,30,1
200501BS00804,C. de Belén 7,40.408120910507975 -3.690046716415587,40.40951074586667 -3.6887927803410254,1,3,16/04/2005,16:52,30,1
200501BS00805,C. de Fernando VI 17,40.409598597301425 -3.6885702862972676,40.40933752077889 -3.688591456377097,4,3,19/04/2005,14:30,30,1
200501BS00806,Pl. de las Salesas 11,40.4097026196007 -3.688562047153177,40.40933752077889 -3.688591456377097,3,3,19/05/2005,16:55,30,1
200501BS00807,Pl. de las Salesas,40.40969209139676 -3.687459916961478,40.409598597301425 -3.6885702862972676,2,3,20/04/2005,14:00,30,1
200501BS00808,C. de Piamonte 10,40.40983481482822 -3.686967161104967,40.40969209139676 -3.687459916961478,7,3,19/03/2005,15:33,30,1
200501BS00809,Pl. de las Salesas 5,40.40915584969925 -3.687439342369597,40.40969209139676 -3.687459916961478,2,3,21/04/2005,13:00,30,1
200501BS00810,C. de Francisco de Rojas 9,40.408859206954745 -3.687409847177993,40.40915584969925 -3.687439342369597,6,3,22/04/2005,08:40,30,1
200501BS00811,Mausoleo General ,40.40855852096939 -3.6873320674692605,40.408859206954745 -3.687409847177993,2,3,22/04/2005,06:50,30,1
200501BS00812,Mausoleo General O'Donnell,40.40865152883364 -3.685918658222797,40.408859206954745 -3.687409847177993,3,2,25/04/2005,13:30,30,1
200501BS00813,C. de Pelayo 53,40.40906092490477 -3.6869485312033854,40.40915584969925 -3.687439342369597,2,3,28/04/2005,09:05,30,1
200501BS00814,C. de Belén 7,40.40983481482822 -3.686967161104967,40.40906092490477 -3.6869485312033854,4,3,29/04/2005,12:55,30,1
200501BS00815,C. de Fernando VI 17,40.41006370143149 -3.6870129042170383,40.40983481482822 -3.686967161104967,3,3,18/03/2005,13:45,30,1
200501BS00816,Tr.ª de San Mateo 15,40.41041962301797 -3.685536450227349,40.41006370143149 -3.6870129042170383,2,3,24/04/2005,09:55,30,1
200501BS00817,C. de Pelayo 36,40.40978194792707 -3.688395786273203,40.41006370143149 -3.6870129042170383,4,3,2/05/2005,14:45,30,1
200501BS00818,C/ de Hortaleza 104,40.4097026196007 -3.688562047153177,40.40978194792707 -3.688395786273203,3,3,5/05/2005,15:40,30,1
200501BS00819,C/ de Hortaleza 69,40.40943883928627 -3.6859281540671724,40.41041962301797 -3.685536450227349,1,3,7/05/2005,16:17,30,1
200501BS00820,C/ de Hortaleza 63,40.40817721991887 -3.686101141722164,40.40865152883364 -3.685918658222797,2,3,9/05/2005,09:08,30,1
200501BS00821,P.º de Recoletos 520,40.407831585874156 -3.6860340962925418,40.40817721991887 -3.686101141722164,3,3,9/05/2005,12:26,30,1
200501BS00822,C. de Alcalá 9,40.40761917934609 -3.686366690196415,40.40817721991887 -3.686101141722164,4,3,11/05/2005,08:30,30,1
200501BS00823,C. de Prim 28004 Madrid,40.40734506640318 -3.6866510656205933,40.40761917934609 -3.686366690196415,5,3,12/05/2005,22:10,30,1
200501BS00824,C. de Prim 21,40.40745901833153 -3.68481115617021,40.40761917934609 -3.686366690196415,2,3,12/05/2005,08:50,30,1
200501BS00825,Recoletos 212,40.407008717865345 -3.6858868711440893,40.40734506640318 -3.6866510656205933,1,3,12/05/2005,09:00,30,1
200501BS00826,Pl. de Colón ,40.40719206009408 -3.6862275920318273,40.40734506640318 -3.6866510656205933,1,1,18/05/2005,18:30,30,1
200501BS00827,Recoletos 2231,40.407008717865345 -3.6858868711440893,40.40719206009408 -3.6862275920318273,2,3,17/05/2005,18:45,30,1
200501BS00828,P.º de Recoletos 314,40.407594363063914 -3.684670435585139,40.40745901833153 -3.68481115617021,3,3,19/05/2005,18:57,30,1
200501BS00829,C. de Jorge Juan 1,40.40761070205744 -3.684986936235599,40.40745901833153 -3.68481115617021,2,3,19/05/2005,12:50,30,1
200501BS00830,C. de Serrano 16-20,40.40653530620296 -3.6887931366832034,40.40706271901214 -3.6893939238176916,5,3,15/04/2005,16:50,30,2
200501BS00831,C. de Jorge Juan,40.408444846660736 -3.691544448428084,40.40706271901214 -3.6893939238176916,3,2,25/05/2005,14:00,30,1
200501BS00832,C. de Jorge Juan 15,40.40614619350928 -3.688171918952882,40.40653530620296 -3.6887931366832034,6,3,20/05/2005,16:28,30,1
200501BS00833,95 - Villanueva,40.40443521829545 -3.686239688463705,40.40614619350928 -3.688171918952882,2,3,24/05/2005,13:40,30,1
200501BS00834,C. de Serrano 16-20,40.40503624986623 -3.686591120896083,40.40443521829545 -3.686239688463705,2,3,25/05/2005,04:07,30,1
200501BS00835,C. del Conde de Aranda 9,40.40503624986623 -3.686591120896083,40.40614619350928 -3.688171918952882,3,3,25/05/2005,07:50,30,1
200501BS00836,Calle de Lagasca 15,40.412103859291605 -3.6887337128452824,40.4097026196007 -3.688562047153177,5,3,25/05/2005,17:50,30,1
200501BS00837,Calle de Lagasca 19,40.41220147234115 -3.687145883637052,40.412103859291605 -3.6887337128452824,2,3,26/05/2005,12:25,30,1
200501BS00838,C. de Velázquez 8,40.41244654005013 -3.6861695595966504,40.412103859291605 -3.6887337128452824,2,3,31/05/2005,15:00,30,1
200501BS00839,C. del Conde de Aranda 10 18,40.412913285723725 -3.6887741201890143,40.412103859291605 -3.6887337128452824,3,3,31/05/2005,23:37,30,1
200501BS00840,C. de Velázquez,40.41280869207606 -3.6890960165416393,40.412913285723725 -3.6887741201890143,5,3,11/05/2005,07:15,30,1
200501BS00841,Calle de Lagasca 3,40.41410708201079 -3.68882783052869,40.412913285723725 -3.6887741201890143,2,3,1/06/2005,08:45,30,1
200501BS00842,C. del Conde de Aranda 9,40.415311518562056 -3.688672283355573,40.41410708201079 -3.68882783052869,3,2,1/06/2005,18:10,30,2
200501BS00843,Calle de Claudio Coello 9,40.415515732276056 -3.688843944725314,40.415311518562056 -3.688672283355573,2,3,4/06/2005,16:26,30,1
200501BS00844,C. de Serrano 7,40.41484066652562 -3.686982435931212,40.412913285723725 -3.6887741201890143,2,3,6/06/2005,15:00,30,1
200501BS00845,C. de Serrano 16-20,40.41263669864229 -3.689122873581417,40.41280869207606 -3.6890960165416393,3,3,7/06/2005,17:15,30,1
200501BS00846,C. de Columela 0,40.41280007615562 -3.690303045529489,40.41263669864229 -3.689122873581417,4,3,8/06/2005,23:45,30,1
200501BS00847,C. de Serrano 2,40.41343681353706 -3.6904103399697115,40.41280007615562 -3.690303045529489,2,2,9/06/2005,15:00,30,1
200501BS00848,Calle de Claudio Coello 30,40.4127338254994 -3.691440319631968,40.41280007615562 -3.690303045529489,3,3,4/06/2005,00:40,30,1
200501BS00849,Calle de Claudio Coello 10,40.41341952693449 -3.6914188938023,40.4127338254994 -3.691440319631968,2,3,9/06/2005,17:50,30,1
200501BS00850,C. de Alcalá 28001 Madrid,40.41375804898034 -3.6921538767122475,40.41341952693449 -3.6914188938023,5,3,11/06/2005,06:35,30,1
200501BS00851,C. de Alcalá 83,40.41343681353706 -3.6904103399697115,40.41341952693449 -3.6914188938023,2,3,11/06/2005,13:44,30,1
200501BS00852,Calle de Lagasca 3,40.413960813744374 -3.6902765563700055,40.41343681353706 -3.6904103399697115,3,3,13/06/2005,00:04,30,1
200501BS00853,C. de Alcalá 28009 Madrid,40.41346873829063 -3.6890423341789096,40.41343681353706 -3.6904103399697115,2,3,13/06/2005,17:20,30,1
200501BS00854,Calle de Claudio Coello 9,40.414006738875514 -3.6890003736430215,40.41346873829063 -3.6890423341789096,3,3,14/06/2005,17:10,30,1
200501BS00855,C. de Velázquez 28001,40.41280869207606 -3.6890960165416393,40.41346873829063 -3.6890423341789096,2,3,14/06/2005,17:29,30,1
200501BS00856,Calle de Núñez de Balboa 1,40.414773474764296 -3.6890803589782,40.414006738875514 -3.6890003736430215,2,3,15/06/2005,13:46,30,8
200501BS00857,C. de Villanueva 31,40.413960813744374 -3.6902765563700055,40.414006738875514 -3.6890003736430215,1,2,18/06/2005,08:00,30,1
200501BS00858,C. de Alcalá 62,40.41375804898034 -3.6921538767122475,40.413960813744374 -3.6902765563700055,2,3,17/06/2005,13:15,30,1
200501BS00859,Casa Árabe,40.41469312750636 -3.6904596221385915,40.413960813744374 -3.6902765563700055,2,3,9/05/2005,22:37,30,1
200501BS00860,Jerónimos 2 28009 Madrid,40.414804963674065 -3.6915063835104402,40.41469312750636 -3.6904596221385915,2,3,20/06/2005,08:15,30,1
200501BS00861,Casita del Pescador,40.41473919600684 -3.6890495480347645,40.41469312750636 -3.6904596221385915,2,3,20/06/2005,10:35,30,1
200501BS00862,Puerta de Madrid III,40.4152554089103 -3.6906347369510475,40.41469312750636 -3.6904596221385915,3,3,21/06/2005,09:20,30,1
200501BS00863,Casita del Pescador,40.41519572287277 -3.690286064314518,40.41469312750636 -3.6904596221385915,4,3,22/06/2005,13:15,30,1
200501BS00864,Puerta de Madrid II,40.41565005787071 -3.690387017800109,40.41519572287277 -3.690286064314518,3,3,24/06/2005,08:40,30,1
200501BS00865,C. de Villanueva 35,40.415511192889845 -3.6896306348896872,40.41519572287277 -3.690286064314518,2,3,27/06/2005,13:52,30,1
200501BS00866,C. de Jorge Juan 36,40.415077846191416 -3.6891049556162847,40.41519572287277 -3.690286064314518,2,2,24/06/2005,16:29,30,1
200501BS00867,C. de Alcalá 62,40.415502110323295 -3.6890514072938574,40.415077846191416 -3.6891049556162847,3,2,24/06/2005,23:00,30,9
200501BS00868,C. del Príncipe de Vergara 0,40.415511192889845 -3.6896306348896872,40.415502110323295 -3.6890514072938574,4,3,27/06/2005,08:45,30,1
200501BS00869,C. de Jorge Juan 42,40.415674115551994 -3.689681613440749,40.415511192889845 -3.6896306348896872,3,3,28/06/2005,08:36,30,1
200501BS00870,Calle de Goya 15,40.41594320553535 -3.6896226428756753,40.415674115551994 -3.689681613440749,2,3,29/06/2005,13:00,30,1
200501BS00871,C. del Príncipe de Vergara 9 Bajo Dcha,40.41565005787071 -3.690387017800109,40.415674115551994 -3.689681613440749,3,3,30/06/2005,16:57,30,2
200501BS00872,C. de Jorge Juan 36,40.4152554089103 -3.6906347369510475,40.41565005787071 -3.690387017800109,3,3,21/06/2005,08:40,30,1
200501BS00873,Calle de Goya 43,40.41520593359079 -3.691503787156094,40.4152554089103 -3.6906347369510475,4,3,1/07/2005,17:45,30,1
200501BS00874,C. de Velázquez 21 4°A,40.41584259075806 -3.691487758218421,40.41520593359079 -3.691503787156094,2,3,2/07/2005,13:35,30,1
200501BS00875,C. de Velázquez 14 16 ,40.415168240675484 -3.6933707622541787,40.41520593359079 -3.691503787156094,3,3,5/07/2005,13:46,30,1
200501BS00876,Calle de Goya 33,40.414804963674065 -3.6915063835104402,40.41520593359079 -3.691503787156094,2,3,6/07/2005,15:05,30,1
200501BS00877,C. de Jorge Juan 15,40.410997421373196 -3.6924640876562758,40.414804963674065 -3.6915063835104402,3,3,7/07/2005,08:00,30,1
200501BS00878,Calle de Goya 2888888,40.4111930027743 -3.6911981488728327,40.410997421373196 -3.6924640876562758,4,3,8/07/2005,17:25,30,1
200501BS00879,C. de Hermosilla,40.415846229262236 -3.6911016133894914,40.41584259075806 -3.691487758218421,2,3,8/07/2005,11:22,30,1
200501BS00880,Calle de Goya 15,40.416486968902426 -3.6915468981491535,40.41584259075806 -3.691487758218421,3,3,10/07/2005,16:40,30,1
200501BS00881,Calle de Castelló 41,40.41606995438908 -3.6904740679100834,40.415846229262236 -3.6911016133894914,1,2,11/07/2005,08:30,30,1
200501BS00882,Calle de Goya 41,40.41565005787071 -3.690387017800109,40.415846229262236 -3.6911016133894914,2,3,12/07/2005,11:20,30,1
200501BS00883,C. del Príncipe de Vergara 29,40.416559651364224 -3.690527795649306,40.41606995438908 -3.6904740679100834,3,3,15/07/2005,09:20,30,1
200501BS00884,Calle de Goya 73 LOCAL 10,40.41594320553535 -3.6896226428756753,40.41606995438908 -3.6904740679100834,3,3,15/07/2005,11:00,30,1
200501BS00885,C. del Príncipe de Vergara 9 Bajo Dcha,40.41593866077148 -3.6890647520196556,40.41594320553535 -3.6896226428756753,2,3,19/07/2005,11:05,30,1
200501BS00886,Calle de O'Donnell 28009 Madrid,40.415502110323295 -3.6890514072938574,40.41593866077148 -3.6890647520196556,2,3,19/07/2005,21:09,30,1
200501BS00887,C. del Príncipe de Vergara 0,40.416656630405214 -3.6891722398277116,40.41593866077148 -3.6890647520196556,1,3,20/07/2005,09:35,30,1
200501BS00888,Calle del Dr. Castelo 1,40.416559651364224 -3.690527795649306,40.416656630405214 -3.6891722398277116,3,3,20/07/2005,17:45,30,1
200501BS00889,Calle de O'Donnell 15,40.41736633386641 -3.690502664964041,40.416559651364224 -3.690527795649306,1,3,24/07/2005,00:33,30,1
200501BS00890,Calle del Dr. Castelo 11A,40.416486968902426 -3.6915468981491535,40.416559651364224 -3.690527795649306,2,3,25/07/2005,17:40,30,1
200501BS00891,C. de Antonio Acuña 8,40.41734901815792 -3.6915327226353463,40.416486968902426 -3.6915468981491535,1,3,26/07/2005,07:55,30,1
200501BS00892,Calle de O'Donnell 14,40.41707032797475 -3.6929597226350857,40.416486968902426 -3.6915468981491535,2,3,22/07/2005,09:57,30,1
200501BS00893,Calle de O'Donnell 30,40.4157792337293 -3.693624939278338,40.416486968902426 -3.6915468981491535,3,3,25/07/2005,16:46,30,1
200501BS00894,C. de Narváez 18a,40.41711428220173 -3.69348011219071,40.4157792337293 -3.693624939278338,1,3,25/07/2005,17:15,30,1
200501BS00895,C. de Narváez 28009 Madrid,40.415168240675484 -3.6933707622541787,40.4157792337293 -3.693624939278338,1,3,26/07/2005,19:23,30,1
200501BS00896,282222009 Madrid España,40.41905788235566 -3.692986625032537,40.41711428220173 -3.69348011219071,2,3,27/07/2005,07:25,30,2
200501BS00897,calle Narváez 50 C. de Menorca 25,40.41707032797475 -3.6929597226350857,40.41711428220173 -3.69348011219071,3,2,27/07/2005,13:15,30,2
200501BS00898,C. de Ibiza 4 B.I,40.417323063306576 -3.692938293799386,40.41707032797475 -3.6929597226350857,3,3,22/07/2005,10:15,30,1
200501BS00899,C/ de Fernán González 51,40.419381029355606 -3.6925306557172903,40.417323063306576 -3.692938293799386,1,2,28/07/2005,17:00,30,1
200501BS00900,C. de Ibiza 46,40.41734901815792 -3.6915327226353463,40.417323063306576 -3.692938293799386,2,3,28/07/2005,18:30,30,1
200501BS00901,Pl. de Colón ,40.41815720321248 -3.691511293862283,40.41734901815792 -3.6915327226353463,3,3,15/07/2005,10:45,30,1
200501BS00902,Recoletos 2231,40.418080730061995 -3.690592338778835,40.41815720321248 -3.691511293862283,2,3,1/08/2005,13:00,30,1
200501BS00903,P.º de Recoletos 314,40.41857442080697 -3.690839114752925,40.418080730061995 -3.690592338778835,2,3,1/08/2005,14:39,30,1
200501BS00904,C. de Jorge Juan 20,40.41889297848093 -3.690506520849052,40.418080730061995 -3.690592338778835,4,2,2/08/2005,08:00,30,1
200501BS00905,Rda. de Atocha,40.41806755920184 -3.6891010740045855,40.418080730061995 -3.690592338778835,2,3,3/08/2005,09:00,30,1
200501BS00906,C. Marqués de la Valdavia 9,40.41736633386641 -3.690502664964041,40.418080730061995 -3.690592338778835,2,3,3/08/2005,09:50,30,1
200501BS00907,Pl. del Emperador Carlos V,40.41889297848093 -3.690506520849052,40.41857442080697 -3.690839114752925,3,3,3/08/2005,14:15,30,1
200501BS00908,C. Marqués de la Valdavia 9,40.41787399701546 -3.689830604141677,40.418080730061995 -3.690592338778835,4,3,3/08/2005,20:20,30,1
200501BS00909,Paseo de las Delicias 17,40.41787399701546 -3.689830604141677,40.41806755920184 -3.6891010740045855,2,2,4/08/2005,17:00,30,1
200501BS00910,C. de Tortosa 2,40.417364045901905 -3.689142646583343,40.41806755920184 -3.6891010740045855,1,3,5/08/2005,08:55,30,8
200501BS00911,C. de Vizcaya 21,40.41736633386641 -3.690502664964041,40.417364045901905 -3.689142646583343,2,3,10/08/2005,07:50,30,1
200501BS00912,C. de Rafael de Riego 12,40.416656630405214 -3.6891722398277116,40.417364045901905 -3.689142646583343,3,3,10/08/2005,09:22,30,1
200501BS00913,Pl. del Emperador Carlos V,40.418801152533675 -3.6890139054430704,40.417364045901905 -3.689142646583343,4,3,10/08/2005,09:52,30,1
200501BS00914,C. de Rafael de Riego 12,40.41889297848093 -3.690506520849052,40.418801152533675 -3.6890139054430704,4,3,10/08/2005,14:40,30,1
200501BS00915,Calle del Gral. Lacy 2,40.41955629346841 -3.688917391948933,40.418801152533675 -3.6890139054430704,3,3,12/08/2005,09:50,30,1
200501BS00916,Pl. del Emperador Carlos V,40.41958647516558 -3.6885312132057915,40.41955629346841 -3.688917391948933,3,2,13/08/2005,12:40,30,1
200501BS00917,Blue Life Brothers,40.41995360585842 -3.689244719084221,40.41955629346841 -3.688917391948933,4,3,15/08/2005,06:40,30,1
200501BS00918,C/ Gran Vía,40.415515732276056 -3.688843944725314,40.41995360585842 -3.689244719084221,1,3,3/08/2005,18:20,30,1
200501BS00919,81 - Cuesta de Moyano,40.420048629888086 -3.688790307293593,40.41995360585842 -3.689244719084221,1,3,17/08/2005,23:45,30,1
200501BS00920,C. Claudio Moyano,40.42024310828745 -3.689319853317909,40.420048629888086 -3.688790307293593,4,3,19/08/2005,11:00,30,1
200501BS00921,Av. de la Ciudad de Barcelona,40.42056936270851 -3.688617212647264,40.420048629888086 -3.688790307293593,3,3,17/08/2005,11:34,30,1
200501BS00922,Ministerio de Agricultura Pesca y Alimentación,40.4202953190362 -3.687764309037334,40.420048629888086 -3.688790307293593,2,3,21/08/2005,01:00,30,1
200501BS00923,Estación Del Arte,40.420053889870665 -3.687804584601959,40.420048629888086 -3.688790307293593,4,2,30/08/2005,04:40,30,1
200501BS00924,Estación Del Arte,40.41958647516558 -3.6885312132057915,40.420048629888086 -3.688790307293593,5,3,25/08/2005,12:58,30,1
200501BS00925,C. de Atocha 121,40.41955629346841 -3.688917391948933,40.420048629888086 -3.688790307293593,3,2,25/08/2005,18:21,30,1
200501BS00926,C/ Gran Vía,40.420053889870665 -3.687804584601959,40.41958647516558 -3.6885312132057915,4,2,25/08/2005,00:41,30,1
200501BS00927,P.º de la Infanta Isabel 3,40.420048629888086 -3.688790307293593,40.42024310828745 -3.689319853317909,3,3,25/08/2005,22:36,30,1
200501BS00928,C. de Alfonso XII,40.42024310828745 -3.689319853317909,40.420048629888086 -3.688790307293593,1,3,25/08/2005,22:07,30,1
200501BS00929,C. de Alfonso XII 521,40.41995360585842 -3.689244719084221,40.42024310828745 -3.689319853317909,2,3,26/08/2005,20:56,30,1
200501BS00930,P.º de la Infanta Isabel S/N,40.41952840779084 -3.690628771264199,40.41995360585842 -3.689244719084221,3,2,31/08/2005,08:27,30,1
200501BS00931,P.º de la Infanta Isabel 12-10,40.41889297848093 -3.690506520849052,40.41952840779084 -3.690628771264199,2,3,31/08/2005,11:00,30,1
200501BS00932,P.º de la Infanta Isabel 13,40.419381029355606 -3.6925306557172903,40.41952840779084 -3.690628771264199,1,3,16/08/2005,08:00,30,1
200501BS00933,C. de Alfonso XII 3,40.41971752069335 -3.692464564017081,40.419381029355606 -3.6925306557172903,2,3,16/08/2005,18:27,30,1
200501BS00934,C. Claudio Moyano 2,40.41986611131225 -3.6909492034384277,40.41971752069335 -3.692464564017081,3,3,4/09/2005,13:21,30,1
200501BS00935,C. de Alfonso XII 521,40.41995360585842 -3.689244719084221,40.41986611131225 -3.6909492034384277,3,2,6/09/2005,10:22,30,1
200501BS00936,P.º de la Infanta Isabel 3,40.420318967924054 -3.6907614968674305,40.41986611131225 -3.6909492034384277,2,3,7/09/2005,18:45,30,1
200501BS00937,C. de Alfonso XII 5,40.42067793397761 -3.6905523391740354,40.420318967924054 -3.6907614968674305,2,3,8/09/2005,08:05,30,1
200501BS00938,C. de Alfonso XII 54,40.420493666787074 -3.6920597528711814,40.420318967924054 -3.6907614968674305,1,3,9/09/2005,23:33,30,1
200501BS00939,C. de Alfonso XII 3 5,40.421183431703504 -3.6918238170848867,40.420493666787074 -3.6920597528711814,3,3,12/09/2005,10:30,30,1
200501BS00940,C. de Alfonso XII 3-5 2,40.41971752069335 -3.692464564017081,40.420493666787074 -3.6920597528711814,4,3,12/09/2005,08:40,30,2
200501BS00941,C. de Alfonso XII 3-5 3,40.422408111061316 -3.691255223180558,40.421183431703504 -3.6918238170848867,4,3,13/09/2005,17:20,30,1
200501BS00942,C. de Alfonso XII 3D,40.42067793397761 -3.6905523391740354,40.421183431703504 -3.6918238170848867,2,3,13/09/2005,08:55,30,1
200501BS00943,C. de Alfonso XII 3-3,40.42024310828745 -3.689319853317909,40.42067793397761 -3.6905523391740354,1,3,16/09/2005,12:05,30,1
200501BS00944,C. de Alfonso XII 28014 Madrid,40.42315090157557 -3.6908690133156323,40.422408111061316 -3.691255223180558,3,3,16/09/2005,12:50,30,1
200501BS00945,Centro de Documentación de las Artes Escénicas y de la Música (CDAEM),40.42300461450907 -3.6912768894973493,40.42315090157557 -3.6908690133156323,4,3,12/09/2005,18:21,30,1
200501BS00946,C. de Alfonso XII 3-5 2,40.4232614247671 -3.6918348509565573,40.42300461450907 -3.6912768894973493,5,3,19/09/2005,18:22,30,1
